"node_name","node_id"
"pwun G106643 Maoming Bohe 1","pwun_idno_7470"
"pwun G106644 Maoming Bohe 2","pwun_idno_7471"
"pwun G108347 Qingyuan Unit 1","pwun_idno_7472"
"pwun G108348 Qingyuan Unit 2","pwun_idno_7473"
"pwun G109027 Shanwei Haifeng CCS power station Unit 1","pwun_idno_7474"
"pwun G109028 Shanwei Haifeng CCS power station Unit 2","pwun_idno_7475"
"pwun G111296 Yangxi Zhujiang power station Unit 3","pwun_idno_7476"
"pwun G111297 Yangxi Zhujiang power station Unit 4","pwun_idno_7477"
"pwun G111457 Yudean Dabu power station Unit 1","pwun_idno_7478"
"pwun G111458 Yudean Dabu power station Unit 2","pwun_idno_7479"
"pwun G102198 Datang Yuxian power station unit 1","pwun_idno_7480"
"pwun G102199 Datang Yuxian power station unit 2","pwun_idno_7481"
"pwun G102047 Datang Gongyi Power Plant Unit 1","pwun_idno_7482"
"pwun G102048 Datang Gongyi Power Plant Unit 2","pwun_idno_7483"
"pwun G103783 Henan Xinmi-2 power station Unit 3","pwun_idno_7484"
"pwun G103784 Henan Xinmi-2 power station Unit 4","pwun_idno_7485"
"pwun G112033 Henan Xinzhongyi power station Unit 3","pwun_idno_7486"
"pwun G112034 Henan Xinzhongyi power station Unit 4","pwun_idno_7487"
"pwun G104485 Huaneng Qinbei power station Unit 5","pwun_idno_7488"
"pwun G104486 Huaneng Qinbei power station Unit 6","pwun_idno_7489"
"pwun G105133 Jiaozuo Bo'ai power station Unit 3","pwun_idno_7490"
"pwun G105134 Jiaozuo Bo'ai power station Unit 4","pwun_idno_7491"
"pwun G105137 Jiaozuo Danhe-2 No 1","pwun_idno_7492"
"pwun G105138 Jiaozuo Danhe-2 No 2","pwun_idno_7493"
"pwun G108253 Puyang LongFeng 5","pwun_idno_7494"
"pwun G108254 Puyang LongFeng 6","pwun_idno_7495"
"pwun G108892 SDIC Neixiang unit 1","pwun_idno_7496"
"pwun G108893 SDIC Neixiang unit 2","pwun_idno_7497"
"pwun G111701 Zhoukou Longda 3","pwun_idno_7498"
"pwun G111702 Zhoukou Longda 4","pwun_idno_7499"
"pwun G103611 Hanchuan power station Unit 5","pwun_idno_7500"
"pwun G103612 Hanchuan power station Unit 6","pwun_idno_7501"
"pwun G104059 Huadian Jiangling 1","pwun_idno_7502"
"pwun G104060 Huadian Jiangling 2","pwun_idno_7503"
"pwun G104716 Hubei Ezhou power station Unit 5","pwun_idno_7504"
"pwun G104717 Hubei Ezhou power station Unit 6","pwun_idno_7505"
"pwun G104007 Huadian Changde Power Plant Phase I Unit 1","pwun_idno_7506"
"pwun G104008 Huadian Changde Power Plant Phase I Unit 2","pwun_idno_7507"
"pwun G100700 Beijing Energy Wujianfang Power Plant unit 1","pwun_idno_7508"
"pwun G100701 Beijing Energy Wujianfang Power Plant unit 2","pwun_idno_7509"
"pwun G102207 Datang Xilinhaote Power Plant Unit 1","pwun_idno_7510"
"pwun G103384 Guodian Shuangwei Shanghaimiao power station Unit 1","pwun_idno_7511"
"pwun G103385 Guodian Shuangwei Shanghaimiao power station Unit 2","pwun_idno_7512"
"pwun G103476 Guoneng Chagannao'er unit 1","pwun_idno_7513"
"pwun G103477 Guoneng Chagannao'er unit 2","pwun_idno_7514"
"pwun G104519 Huaneng Shanghaimiao unit 1","pwun_idno_7515"
"pwun G104520 Huaneng Shanghaimiao unit 2","pwun_idno_7516"
"pwun G104733 Huineng Changtan Unit 1","pwun_idno_7517"
"pwun G104734 Huineng Changtan Unit 2","pwun_idno_7518"
"pwun G104870 Inner Mongolia Zhunger Zhujiaping Power Plant Unit 1","pwun_idno_7519"
"pwun G104871 Inner Mongolia Zhunger Zhujiaping Power Plant Unit 2","pwun_idno_7520"
"pwun G109117 Shanneng Shenglu power station unit 1","pwun_idno_7521"
"pwun G109118 Shanneng Shenglu power station unit 2","pwun_idno_7522"
"pwun G101728 CPI Binhai unit 1","pwun_idno_7523"
"pwun G101729 CPI Binhai unit 2","pwun_idno_7524"
"pwun G103386 Guodian Suqian unit 3","pwun_idno_7525"
"pwun G103387 Guodian Suqian unit 4","pwun_idno_7526"
"pwun G104065 Huadian Jurong power station Unit 3","pwun_idno_7527"
"pwun G104066 Huadian Jurong power station Unit 4","pwun_idno_7528"
"pwun G105096 Jiangsu Nantong-3 power station Unit 1","pwun_idno_7529"
"pwun G105097 Jiangsu Nantong-3 power station Unit 2","pwun_idno_7530"
"pwun G105102 Jiangsu Sheyanggang power station Unit 5","pwun_idno_7531"
"pwun G105103 Jiangsu Sheyanggang power station Unit 6","pwun_idno_7532"
"pwun G111142 Xinhai power station Unit 5","pwun_idno_7533"
"pwun G111143 Xinhai power station Unit 6","pwun_idno_7534"
"pwun G111568 Zhangjiagang Shazhou power station Unit 3","pwun_idno_7535"
"pwun G111569 Zhangjiagang Shazhou power station Unit 4","pwun_idno_7536"
"pwun G102041 Datang Fuzhou power station Unit 1","pwun_idno_7537"
"pwun G102042 Datang Fuzhou power station Unit 2","pwun_idno_7538"
"pwun G102736 Fenyi power station Unit 10","pwun_idno_7539"
"pwun G102737 Fenyi power station Unit 11","pwun_idno_7540"
"pwun G103340 Guodian Jiujiang power station Unit 7","pwun_idno_7541"
"pwun G104503 Huaneng Ruijin power station Unit 3","pwun_idno_7542"
"pwun G104504 Huaneng Ruijin power station Unit 4","pwun_idno_7543"
"pwun G105204 Jingdezhen power station Unit 6","pwun_idno_7544"
"pwun G105306 Jiujiang Shenhua 1","pwun_idno_7545"
"pwun G105307 Jiujiang Shenhua 2","pwun_idno_7546"
"pwun G105278 Jinzhou CR power station Unit 7","pwun_idno_7547"
"pwun G105279 Jinzhou CR power station Unit 8","pwun_idno_7548"
"pwun G101750 CPI Ningxia Power Generation Zaoquan Power Plant Unit 1","pwun_idno_7549"
"pwun G101751 CPI Ningxia Power Generation Zaoquan Power Plant Unit 2","pwun_idno_7550"
"pwun G102142 Datang Pingluo 1","pwun_idno_7551"
"pwun G102143 Datang Pingluo 2","pwun_idno_7552"
"pwun G103293 Guodian Fangjiazhuang Power Plant Unit 1","pwun_idno_7553"
"pwun G103294 Guodian Fangjiazhuang Power Plant Unit 2","pwun_idno_7554"
"pwun G104487 Huaneng Daba-4 power station Unit 1","pwun_idno_7555"
"pwun G104488 Huaneng Daba-4 power station Unit 2","pwun_idno_7556"
"pwun G111149 CPI Xining City 1","pwun_idno_7557"
"pwun G111150 CPI Xining City 2","pwun_idno_7558"
"pwun G102364 Diantou unit 1","pwun_idno_7559"
"pwun G102365 Diantou unit 2","pwun_idno_7560"
"pwun G102810 Fugu Qingshuichuan 3","pwun_idno_7561"
"pwun G102811 Fugu Qingshuichuan 4","pwun_idno_7562"
"pwun G106226 Leilongwan Power Plant unit 1","pwun_idno_7563"
"pwun G106227 Leilongwan Power Plant unit 2","pwun_idno_7564"
"pwun G109019 Shangluo Unit 1","pwun_idno_7565"
"pwun G109020 Shangluo Unit 2","pwun_idno_7566"
"pwun G109146 Shenhua Guohua Jinjie power station Unit 5","pwun_idno_7567"
"pwun G109147 Shenhua Guohua Jinjie power station Unit 6","pwun_idno_7568"
"pwun G112904 Yanghuopan power station Unit 1","pwun_idno_7569"
"pwun G112905 Yanghuopan power station Unit 2","pwun_idno_7570"
"pwun G111478 Yulin Hengshan unit 1","pwun_idno_7571"
"pwun G111479 Yulin Hengshan unit 2","pwun_idno_7572"
"pwun G111476 Yulin Yuheng 1","pwun_idno_7573"
"pwun G111477 Yulin Yuheng 2","pwun_idno_7574"
"pwun G100893 Binzhou Boxing 1","pwun_idno_7575"
"pwun G100894 Binzhou Boxing 2","pwun_idno_7576"
"pwun G102033 Datang Dongying 1","pwun_idno_7577"
"pwun G102034 Datang Dongying 2","pwun_idno_7578"
"pwun G102228 Datang Yuncheng power station Unit 1","pwun_idno_7579"
"pwun G110838 Weiqiao Zouping-1 Unit 1","pwun_idno_7580"
"pwun G110839 Weiqiao Zouping-1 Unit 2","pwun_idno_7581"
"pwun G110840 Weiqiao Zouping-1 Unit 3","pwun_idno_7582"
"pwun G110841 Weiqiao Zouping-1 Unit 4","pwun_idno_7583"
"pwun G110842 Weiqiao Zouping-1 Unit 5","pwun_idno_7584"
"pwun G111202 Xinyuan Aluminum power station unit 1","pwun_idno_7585"
"pwun G111203 Xinyuan Aluminum power station unit 2","pwun_idno_7586"
"pwun G111204 Xinyuan Aluminum power station unit 3","pwun_idno_7587"
"pwun G111205 Xinyuan Aluminum power station unit 4","pwun_idno_7588"
"pwun G111206 Xinyuan Aluminum power station unit 5","pwun_idno_7589"
"pwun G111207 Xinyuan Aluminum power station unit 6","pwun_idno_7590"
"pwun G111465 Yuguang unit 1","pwun_idno_7591"
"pwun G111466 Yuguang unit 2","pwun_idno_7592"
"pwun G110133 Tianming Power Plant Unit 1","pwun_idno_7593"
"pwun G110134 Tianming Power Plant Unit 2","pwun_idno_7594"
"pwun G110114 Tianjin Beijiang power station Unit 3","pwun_idno_7595"
"pwun G110115 Tianjin Beijiang power station Unit 4","pwun_idno_7596"
"pwun G103284 Guodian Dananhu power station Unit 1","pwun_idno_7597"
"pwun G103285 Guodian Dananhu power station Unit 2","pwun_idno_7598"
"pwun G103822 Henglian Wucaiwan 1","pwun_idno_7599"
"pwun G103823 Henglian Wucaiwan 2","pwun_idno_7600"
"pwun G105185 Jimsar Wucaiwan Beisan power station unit 1","pwun_idno_7601"
"pwun G105186 Jimsar Wucaiwan Beisan power station unit 2","pwun_idno_7602"
"pwun G109160 Shenhua Guoneng Hami power station unit 3","pwun_idno_7603"
"pwun G109161 Shenhua Guoneng Hami power station unit 4","pwun_idno_7604"
"pwun G110096 Tianchi Energy Zhundong Wucaiwan power station Unit 1","pwun_idno_7605"
"pwun G110097 Tianchi Energy Zhundong Wucaiwan power station Unit 2","pwun_idno_7606"
"pwun G112929 Tianchi Energy Zhundong Wucaiwan power station Unit 3","pwun_idno_7607"
"pwun G112930 Tianchi Energy Zhundong Wucaiwan power station Unit 4","pwun_idno_7608"
"pwun G110976 Wucaiwan Bei' er Unit 1","pwun_idno_7609"
"pwun G110977 Wucaiwan Bei' er Unit 2","pwun_idno_7610"
"pwun G112913 Wucaiwan Bei' er Unit 3","pwun_idno_7611"
"pwun G112914 Wucaiwan Bei' er Unit 4","pwun_idno_7612"
"pwun G111163 XPCC Hongxing power station 1","pwun_idno_7613"
"pwun G111164 XPCC Hongxing power station 2","pwun_idno_7614"
"pwun G111639 Zhejiang Zhenhai-2 power station Unit 1","pwun_idno_7615"
"pwun G104213 Huaibei Hushan power station Unit 1","pwun_idno_7616"
"pwun G104214 Huaibei Hushan power station Unit 2","pwun_idno_7617"
"pwun G104021 Huadian Fengjie 1","pwun_idno_7618"
"pwun G104022 Huadian Fengjie 2","pwun_idno_7619"
"pwun G102814 Fujian Hongshan 1","pwun_idno_7620"
"pwun G102815 Fujian Hongshan 2","pwun_idno_7621"
"pwun G107252 Nanpu Quanzhou 3","pwun_idno_7622"
"pwun G107253 Nanpu Quanzhou 4","pwun_idno_7623"
"pwun G106654 Maoming Zhenneng power station Unit 7","pwun_idno_7624"
"pwun G103290 Guodian Duyun 1","pwun_idno_7625"
"pwun G103291 Guodian Duyun 2","pwun_idno_7626"
"pwun G107788 Panxian-1 power station Unit 6","pwun_idno_7627"
"pwun G107789 Panxian-1 power station Unit 7","pwun_idno_7628"
"pwun G108963 Shahe 1","pwun_idno_7629"
"pwun G108964 Shahe 2","pwun_idno_7630"
"pwun G102309 Dengfeng-2 power station Unit 3","pwun_idno_7631"
"pwun G102310 Dengfeng-2 power station Unit 4","pwun_idno_7632"
"pwun G103770 Henan Shenhuo-4 power station Unit 1","pwun_idno_7633"
"pwun G106487 Luoyang Mengjin 1","pwun_idno_7634"
"pwun G106488 Luoyang Mengjin 2","pwun_idno_7635"
"pwun G101883 CPI Dabieshan power station Unit 3","pwun_idno_7636"
"pwun G101884 CPI Dabieshan power station Unit 4","pwun_idno_7637"
"pwun G103265 Guodian Baoqing power station Unit 1","pwun_idno_7638"
"pwun G103266 Guodian Baoqing power station Unit 2","pwun_idno_7639"
"pwun G104382 Huaneng Helin 1","pwun_idno_7640"
"pwun G104383 Huaneng Helin 2","pwun_idno_7641"
"pwun G107245 Jiangsu Nanre Thermal power station Unit 2","pwun_idno_7642"
"pwun G103205 Guixi power station Unit 7","pwun_idno_7643"
"pwun G103206 Guixi power station Unit 8","pwun_idno_7644"
"pwun G111452 Yuanyang Lake 2","pwun_idno_7645"
"pwun G104496 Huaneng Qinling power station Unit 7","pwun_idno_7646"
"pwun G104497 Huaneng Qinling power station Unit 8","pwun_idno_7647"
"pwun G109115 Shengli Dongying power station Unit 5","pwun_idno_7648"
"pwun G104782 Huozhou 5","pwun_idno_7649"
"pwun G104783 Huozhou 6","pwun_idno_7650"
"pwun G109216 Shentou-1 power station Unit 10","pwun_idno_7651"
"pwun G109226 Shentou-1 power station Unit 9","pwun_idno_7652"
"pwun G110272 Tongmei Tashan power station Unit 3","pwun_idno_7653"
"pwun G110273 Tongmei Tashan power station Unit 4","pwun_idno_7654"
"pwun G111214 Xishan Gujiao power station Unit 3","pwun_idno_7655"
"pwun G111215 Xishan Gujiao power station Unit 4","pwun_idno_7656"
"pwun G111216 Xishan Gujiao power station Unit 5","pwun_idno_7657"
"pwun G111217 Xishan Gujiao power station Unit 6","pwun_idno_7658"
"pwun G102850 Fuxi power station Unit 1","pwun_idno_7659"
"pwun G102851 Fuxi power station Unit 2","pwun_idno_7660"
"pwun G103463 Guohua Xuzhou power station Unit 10","pwun_idno_7661"
"pwun G103471 Guohua Xuzhou power station Unit 9","pwun_idno_7662"
"pwun G100286 Anwen Songzao 3","pwun_idno_7663"
"pwun G100287 Anwen Songzao 4","pwun_idno_7664"
"pwun G102938 Gansu Chongxin power station Unit 2","pwun_idno_7665"
"pwun G108802 Sanshui Hengyi 1","pwun_idno_7666"
"pwun G108803 Sanshui Hengyi 2","pwun_idno_7667"
"pwun G103367 Guodian Nanning 3","pwun_idno_7668"
"pwun G103368 Guodian Nanning 4","pwun_idno_7669"
"pwun G101799 CR Liuzhi unit 1","pwun_idno_7670"
"pwun G101800 CR Liuzhi unit 2","pwun_idno_7671"
"pwun G101805 CR Qianxi unit 1","pwun_idno_7672"
"pwun G101806 CR Qianxi unit 2","pwun_idno_7673"
"pwun G105257 Jinsha Chayuan 1","pwun_idno_7674"
"pwun G105258 Jinsha Chayuan 2","pwun_idno_7675"
"pwun G108186 Pu'an power station Unit 1","pwun_idno_7676"
"pwun G108187 Pu'an power station Unit 2","pwun_idno_7677"
"pwun G101738 Qianxi power station Unit 5","pwun_idno_7678"
"pwun G111685 Zhijin 1","pwun_idno_7679"
"pwun G111686 Zhijin 2","pwun_idno_7680"
"pwun G102234 Datang Zhuzhou-2 power station Unit 1","pwun_idno_7681"
"pwun G102235 Datang Zhuzhou-2 power station Unit 2","pwun_idno_7682"
"pwun G104001 Huadian Baotou Tuyou Power Plant Unit 1","pwun_idno_7683"
"pwun G104002 Huadian Baotou Tuyou Power Plant Unit 2","pwun_idno_7684"
"pwun G112106 Huaneng Zhunger Weijiamao power station unit 1","pwun_idno_7685"
"pwun G112107 Huaneng Zhunger Weijiamao power station unit 2","pwun_idno_7686"
"pwun G105076 Jiangsu Guohua Chenjiagang 1","pwun_idno_7687"
"pwun G105077 Jiangsu Guohua Chenjiagang 2","pwun_idno_7688"
"pwun G109326 Shuidonggou power plant 1","pwun_idno_7689"
"pwun G109327 Shuidonggou power plant 2","pwun_idno_7690"
"pwun G103261 Guodian Baoji-2 power station Unit 5","pwun_idno_7691"
"pwun G103262 Guodian Baoji-2 power station Unit 6","pwun_idno_7692"
"pwun G109187 Shenhua Shenmu-3 power station Unit 1","pwun_idno_7693"
"pwun G109188 Shenhua Shenmu-3 power station Unit 2","pwun_idno_7694"
"pwun G109164 Shenhua Hequ power station Unit 3","pwun_idno_7695"
"pwun G109165 Shenhua Hequ power station Unit 4","pwun_idno_7696"
"pwun G108888 Dananhu power station Unit 1","pwun_idno_7697"
"pwun G108889 Dananhu power station Unit 2","pwun_idno_7698"
"pwun G109158 Shenhua Guoneng Hami power station unit 1","pwun_idno_7699"
"pwun G109159 Shenhua Guoneng Hami power station unit 2","pwun_idno_7700"
"pwun G111153 Xinjiang Guoxin Qitai power station Unit 1","pwun_idno_7701"
"pwun G111154 Xinjiang Guoxin Qitai power station Unit 2","pwun_idno_7702"
"pwun G111192 Xinyou Qitai 1","pwun_idno_7703"
"pwun G111193 Xinyou Qitai 2","pwun_idno_7704"
"pwun G103160 Guangdong Shaoguan-2 power station Unit 1","pwun_idno_7705"
"pwun G103161 Guangdong Shaoguan-2 power station Unit 2","pwun_idno_7706"
"pwun G109168 Shenhua Jiaozuo power station Unit 7","pwun_idno_7707"
"pwun G109169 Shenhua Jiaozuo power station Unit 8","pwun_idno_7708"
"pwun G104616 Huaneng Yueyang power station Unit 5","pwun_idno_7709"
"pwun G104617 Huaneng Yueyang power station Unit 6","pwun_idno_7710"
"pwun G103869 Heze Huarun 1","pwun_idno_7711"
"pwun G103870 Heze Huarun 2","pwun_idno_7712"
"pwun G111616 Zhanjiang Aoliyou power station Unit 1","pwun_idno_7713"
"pwun G111617 Zhanjiang Aoliyou power station Unit 2","pwun_idno_7714"
"pwun G101908 Daihai power station Unit 3","pwun_idno_7715"
"pwun G101909 Daihai power station Unit 4","pwun_idno_7716"
"pwun G102055 Datang Heshan power station Unit 11","pwun_idno_7717"
"pwun G103365 Guodian Nanning 1","pwun_idno_7718"
"pwun G103366 Guodian Nanning 2","pwun_idno_7719"
"pwun G109943 Tangzhai 1","pwun_idno_7720"
"pwun G109944 Tangzhai 2","pwun_idno_7721"
"pwun G110289 Tongzi 1","pwun_idno_7722"
"pwun G110290 Tongzi 2","pwun_idno_7723"
"pwun G111130 Xingyi power station Unit 1","pwun_idno_7724"
"pwun G111131 Xingyi power station Unit 2","pwun_idno_7725"
"pwun G103088 Gongxian 1","pwun_idno_7726"
"pwun G103089 Gongxian 2","pwun_idno_7727"
"pwun G107350 Neijiang Baima power station Unit 5","pwun_idno_7728"
"pwun G104189 Huadian Zhenxiong 1","pwun_idno_7729"
"pwun G104190 Huadian Zhenxiong 2","pwun_idno_7730"
"pwun G110857 Weixin 1","pwun_idno_7731"
"pwun G110858 Weixin 2","pwun_idno_7732"
"pwun G101813 CR Xiwu Qi Wujianfang power station Unit 1","pwun_idno_7733"
"pwun G101814 CR Xiwu Qi Wujianfang power station Unit 2","pwun_idno_7734"
"pwun G112923 Huaneng Beifang Xilnhaote-3 power station Unit 1","pwun_idno_7735"
"pwun G112924 Huaneng Beifang Xilnhaote-3 power station Unit 2","pwun_idno_7736"
"pwun G111005 Wujiaqu 5","pwun_idno_7737"
"pwun G111006 Wujiaqu 6","pwun_idno_7738"
"pwun G111218 Xishui Erlang Power Plant Unit 1","pwun_idno_7739"
"pwun G111219 Xishui Erlang Power Plant Unit 2","pwun_idno_7740"
"pwun G111220 Xishui Erlang Power Plant Unit 3","pwun_idno_7741"
"pwun G111221 Xishui Erlang Power Plant Unit 4","pwun_idno_7742"
"pwun G109124 Shenhua Baoqing 1","pwun_idno_7743"
"pwun G109125 Shenhua Baoqing 2","pwun_idno_7744"
"pwun G104517 Huaneng Shangdu power station Unit 5","pwun_idno_7745"
"pwun G104518 Huaneng Shangdu power station Unit 6","pwun_idno_7746"
"pwun G104769 Huolinhe Zhanute 3","pwun_idno_7747"
"pwun G104770 Huolinhe Zhanute 4","pwun_idno_7748"
"pwun G104771 Huolinhe Zhanute 5","pwun_idno_7749"
"pwun G104772 Huolinhe Zhanute 6","pwun_idno_7750"
"pwun G102687 SGCC Ewenki power station Unit 1","pwun_idno_7751"
"pwun G102688 SGCC Ewenki power station Unit 2","pwun_idno_7752"
"pwun G102021 Datang Changshan power station Unit 10","pwun_idno_7753"
"pwun G109316 Shuangliao West power station Unit 5","pwun_idno_7754"
"pwun G101359 Chaoyang Yanshanhu 1","pwun_idno_7755"
"pwun G101360 Chaoyang Yanshanhu 2","pwun_idno_7756"
"pwun G101759 CPI Qinghe power station Unit 10","pwun_idno_7757"
"pwun G100245 Anhui Xuancheng power station Unit 1","pwun_idno_7758"
"pwun G104167 Huadian Wuhu power station Unit 1","pwun_idno_7759"
"pwun G104168 Huadian Wuhu power station Unit 2","pwun_idno_7760"
"pwun G110997 Wuhu Zhongdian power station Unit 15","pwun_idno_7761"
"pwun G104348 Huaneng Fuzhou-3 power station Unit 1","pwun_idno_7762"
"pwun G104349 Huaneng Fuzhou-3 power station Unit 2","pwun_idno_7763"
"pwun G101367 Chaozhou Sanbaimen power station Unit 3","pwun_idno_7764"
"pwun G101368 Chaozhou Sanbaimen power station Unit 4","pwun_idno_7765"
"pwun G103865 Heyuan power station Unit 1","pwun_idno_7766"
"pwun G103866 Heyuan power station Unit 2","pwun_idno_7767"
"pwun G104365 Huaneng Haimen 1","pwun_idno_7768"
"pwun G104366 Huaneng Haimen 2","pwun_idno_7769"
"pwun G102215 Datang Xinyang power station Unit 3","pwun_idno_7770"
"pwun G102216 Datang Xinyang power station Unit 4","pwun_idno_7771"
"pwun G107982 Pingdingshan Luyang 1","pwun_idno_7772"
"pwun G107983 Pingdingshan Luyang 2","pwun_idno_7773"
"pwun G104181 Huadian Xisaishan power station Unit 3","pwun_idno_7774"
"pwun G102132 Datang Nanjing Xiaguan-3 power station Unit 1","pwun_idno_7775"
"pwun G102133 Datang Nanjing Xiaguan-3 power station Unit 2","pwun_idno_7776"
"pwun G103392 Guodian Taizhou power station Unit 1","pwun_idno_7777"
"pwun G103393 Guodian Taizhou power station Unit 2","pwun_idno_7778"
"pwun G104153 Huadian Wangting power station Unit 5","pwun_idno_7779"
"pwun G104154 Huadian Wangting power station Unit 6","pwun_idno_7780"
"pwun G104417 Huaneng Jinling-2 power station Unit 1","pwun_idno_7781"
"pwun G104418 Huaneng Jinling-2 power station Unit 2","pwun_idno_7782"
"pwun G105548 Kanshan power station Unit 1","pwun_idno_7783"
"pwun G105549 Kanshan power station Unit 2","pwun_idno_7784"
"pwun G106505 Lüsigang power station Unit 1","pwun_idno_7785"
"pwun G106506 Lüsigang power station Unit 2","pwun_idno_7786"
"pwun G106507 Lüsigang power station Unit 3","pwun_idno_7787"
"pwun G106508 Lüsigang power station Unit 4","pwun_idno_7788"
"pwun G111817 Xuzhou Pengcheng-3 power station Unit 1","pwun_idno_7789"
"pwun G111818 Xuzhou Pengcheng-3 power station Unit 2","pwun_idno_7790"
"pwun G101778 CPI Xinchang 1","pwun_idno_7791"
"pwun G101779 CPI Xinchang 2","pwun_idno_7792"
"pwun G104405 Huaneng Jinggangshan power station Unit 3","pwun_idno_7793"
"pwun G104406 Huaneng Jinggangshan power station Unit 4","pwun_idno_7794"
"pwun G104608 Huaneng Yingkou power station Unit 3","pwun_idno_7795"
"pwun G104609 Huaneng Yingkou power station Unit 4","pwun_idno_7796"
"pwun G109655 Suizhong power station Unit 3","pwun_idno_7797"
"pwun G109656 Suizhong power station Unit 4","pwun_idno_7798"
"pwun G110162 Tieling power station Unit 5","pwun_idno_7799"
"pwun G110163 Tieling power station Unit 6","pwun_idno_7800"
"pwun G107476 Ningxia Lingwu power station Unit 3","pwun_idno_7801"
"pwun G110768 Weihai-3 power station Unit 1","pwun_idno_7802"
"pwun G110769 Weihai-3 power station Unit 2","pwun_idno_7803"
"pwun G111755 Zouxian power station Unit 7","pwun_idno_7804"
"pwun G111756 Zouxian power station Unit 8","pwun_idno_7805"
"pwun G109241 Shidongkou-2 power station Unit 3","pwun_idno_7806"
"pwun G109242 Shidongkou-2 power station Unit 4","pwun_idno_7807"
"pwun G110694 Waigaoqiao-3 power station Unit 1","pwun_idno_7808"
"pwun G110695 Waigaoqiao-3 power station Unit 2","pwun_idno_7809"
"pwun G100711 Guodian Beilun power station Unit 6","pwun_idno_7810"
"pwun G100712 Guodian Beilun power station Unit 7","pwun_idno_7811"
"pwun G104621 Huaneng Yuhuan power station Unit 1","pwun_idno_7812"
"pwun G104622 Huaneng Yuhuan power station Unit 2","pwun_idno_7813"
"pwun G104623 Huaneng Yuhuan power station Unit 3","pwun_idno_7814"
"pwun G104624 Huaneng Yuhuan power station Unit 4","pwun_idno_7815"
"pwun G107468 Ninghai power station Unit 5","pwun_idno_7816"
"pwun G107469 Ninghai power station Unit 6","pwun_idno_7817"
"pwun G111661 Zheneng Yueqing power station Unit 3","pwun_idno_7818"
"pwun G111662 Zheneng Yueqing power station Unit 4","pwun_idno_7819"
"pwun G103133 GreenGen Phase 1 (IGCC unit)","pwun_idno_7820"
"pwun G103152 Guangdong Huizhou Pinghai power station Unit 1","pwun_idno_7821"
"pwun G111294 Yangxi Zhujiang power station Unit 1","pwun_idno_7822"
"pwun G111295 Yangxi Zhujiang power station Unit 2","pwun_idno_7823"
"pwun G105205 Jingdezhen power station Unit 7","pwun_idno_7824"
"pwun G109009 Shanghai Caojing 1","pwun_idno_7825"
"pwun G109010 Shanghai Caojing 2","pwun_idno_7826"
"pwun G110112 Tianjin Beijiang power station Unit 1","pwun_idno_7827"
"pwun G110113 Tianjin Beijiang power station Unit 2","pwun_idno_7828"
"pwun G100238 Anhui Bengbu power station Unit 1","pwun_idno_7829"
"pwun G100239 Anhui Bengbu power station Unit 2","pwun_idno_7830"
"pwun G101754 CPI Pingwei-II power station Unit 1","pwun_idno_7831"
"pwun G101755 CPI Pingwei-II power station Unit 2","pwun_idno_7832"
"pwun G102118 Datang Ma'anshan Dangtu power station Unit 1","pwun_idno_7833"
"pwun G102119 Datang Ma'anshan Dangtu power station Unit 2","pwun_idno_7834"
"pwun G102865 Fuyang power station Unit 1","pwun_idno_7835"
"pwun G102866 Fuyang power station Unit 2","pwun_idno_7836"
"pwun G103719 Hefei power station Unit 5","pwun_idno_7837"
"pwun G104135 Huadian Suzhou power station Unit 1","pwun_idno_7838"
"pwun G104136 Huadian Suzhou power station Unit 2","pwun_idno_7839"
"pwun G104223 Huainan Fengtai power station Unit 1","pwun_idno_7840"
"pwun G104224 Huainan Fengtai power station Unit 2","pwun_idno_7841"
"pwun G104233 Huainan Luohe power station Unit 5","pwun_idno_7842"
"pwun G104234 Huainan Luohe power station Unit 6","pwun_idno_7843"
"pwun G104306 Huaneng Chaohu 1","pwun_idno_7844"
"pwun G104307 Huaneng Chaohu 2","pwun_idno_7845"
"pwun G110254 Tongling Guodian-1 power station Unit 1","pwun_idno_7846"
"pwun G110255 Tongling Guodian-1 power station Unit 2","pwun_idno_7847"
"pwun G102134 Datang Ningde power station Unit 1","pwun_idno_7848"
"pwun G102135 Datang Ningde power station Unit 2","pwun_idno_7849"
"pwun G102136 Datang Ningde power station Unit 3","pwun_idno_7850"
"pwun G102137 Datang Ningde power station Unit 4","pwun_idno_7851"
"pwun G102867 Fuzhou Kemen power station Unit 1","pwun_idno_7852"
"pwun G102868 Fuzhou Kemen power station Unit 2","pwun_idno_7853"
"pwun G102869 Fuzhou Kemen power station Unit 3","pwun_idno_7854"
"pwun G102870 Fuzhou Kemen power station Unit 4","pwun_idno_7855"
"pwun G103311 Guodian Jiangyin power station Unit 1","pwun_idno_7856"
"pwun G103312 Guodian Jiangyin power station Unit 2","pwun_idno_7857"
"pwun G103976 Houshi power station Unit 3","pwun_idno_7858"
"pwun G103977 Houshi power station Unit 4","pwun_idno_7859"
"pwun G103978 Houshi power station Unit 5","pwun_idno_7860"
"pwun G103979 Houshi power station Unit 6","pwun_idno_7861"
"pwun G113397 Houshi power station Unit 7","pwun_idno_7862"
"pwun G104474 Huaneng Pingliang power station Unit 5","pwun_idno_7863"
"pwun G104475 Huaneng Pingliang power station Unit 6","pwun_idno_7864"
"pwun G101365 Chaozhou Sanbaimen power station Unit 1","pwun_idno_7865"
