"node_name","node_id","prod_type","prod_subtype","coal_brand","coal_group","year","prod_capa_Mt","total_cash_cost_ex_transp","c1_cash_cost_ex_transp","price_ex_transp","price_usd_pt","c1cashcost_usd_pt","mining_cost_usd_pt","coal_prep_cost_usd_pt","overhead_cost_usd_pt","port_cost_usd_pt","transp_cost_usd_pt","royalties_usd_pt","CV_cost_premium"
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2022,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2023,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2024,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2025,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2026,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2027,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2028,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2029,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Asmin Bara Bronang","mine_idno_11135","Thermal","Thermal_6000",NA,"Thermal_6000",2030,1.47,74.1,64.4,NA,NA,68.4000034,48.4081034,1.3919,4.7,1.25,12.65,9.7488318,-4
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2015,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2016,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2017,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2018,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2019,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2020,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2021,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2022,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2023,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2024,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2025,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2026,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2027,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2028,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2029,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine IDN thermal Astaka Dodol","mine_idno_11136","Thermal","Thermal_3750",NA,"Thermal_3750",2030,0.06,42.7,39.7,NA,NA,25.66159,10.86259,1,1.15,1.25,11.399,3.05955,14
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2015,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2016,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2017,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2018,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2019,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2020,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2021,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2022,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2023,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2024,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2025,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2026,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2027,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2028,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2029,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine AUS thermal Austar","mine_idno_11057","Thermal","Thermal_6750",NA,"Thermal_6750",2030,0.24,62.5,56.9,NA,NA,66.85945,51.95338,4.15244,1.67306,4.94435,4.13622,5.60109,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2015,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2016,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2017,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2018,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2019,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2020,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2021,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2022,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2023,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2024,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2025,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2026,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2027,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2028,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2029,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine ROW thermal Aviemore","mine_idno_11330","Thermal","Thermal_6750",NA,"Thermal_6750",2030,0,72.8,68,NA,NA,78.02928,52.80954,4.09866,3.30039,6.68685,11.13384,4.7807,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2015,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2016,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2017,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2018,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2019,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2020,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2021,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2022,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2023,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2024,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2025,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2026,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2027,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2028,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2029,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Bachatsky","mine_idno_11489","Thermal","Thermal_6750",NA,"Thermal_6750",2030,0.13,57.2,56.4,NA,NA,66.4055155555556,18.16148,2.63606,1.46746,12.00228,32.1382355555556,0.76549,-10
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2015,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2016,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2017,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2018,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2019,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2020,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2021,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2022,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2023,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2024,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2025,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2026,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2027,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2028,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2029,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine RUS thermal Baikamskaya","mine_idno_11490","Thermal","Thermal_6000",NA,"Thermal_6000",2030,0.18,58.6,57.6,NA,NA,61.57108,16.45827,2.43289,1.46746,12.00228,29.21018,1.03671,-4
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2015,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2016,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2017,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2018,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2019,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2020,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2021,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2022,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2023,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2024,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2025,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2026,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2027,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2028,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2029,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine ROW thermal Bailey_Enlow_Fork_Harvey","mine_idno_11331","Thermal","Thermal_6750",NA,"Thermal_6750",2030,0.08,43.1,38.7,NA,NA,48.6693039486643,17.6841250682854,6.84455196165447,3.47228099515872,3.03136086879063,17.6369850547751,4.39249125889177,-10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2015,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2016,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2017,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2018,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2019,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2020,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2021,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2022,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2023,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2024,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2025,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2026,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2027,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2028,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2029,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Balangan","mine_idno_11137","Thermal","Thermal_4250",NA,"Thermal_4250",2030,1.07,43.9,42.2,NA,NA,32.20199,20.50199,1,3.4,1.25,6.05,1.71802,10
"mine IDN thermal Bangun Banua Persada Kalimantan","mine_idno_11138","Thermal","Thermal_6000",NA,"Thermal_6000",2015,0.03,49.3,40.4,NA,NA,44.41771,30.51271,1,2.14,1.25,9.515,8.92793,-4
"mine IDN thermal Bangun Banua Persada Kalimantan","mine_idno_11138","Thermal","Thermal_6000",NA,"Thermal_6000",2016,0.03,49.3,40.4,NA,NA,44.41771,30.51271,1,2.14,1.25,9.515,8.92793,-4
